id,contentLength,ari,colemanIndex,fleschKincaid,fleschReading,gunningFox,smog,sentenceCount,wordCount,nTag,perplexity,loc,hasAnswer,hasCode
23965346,713,9.7,9.78,9.663,60.96,12.8,12.385,8,158,3,0,4,f,t
23965347,559,15.57,10.868,16.142,32.321,17.6,15.248,4,119,3,0,18,t,t
23965349,249,7.819,6.855,10.17,58.958,13.6,13.024,3,62,2,0,5,t,t
23965352,329,8.398,11.123,8.305,59.389,10.4,10.794,5,67,2,0,4,t,t
23965357,618,11.069,13.852,10.948,42.171,13.2,12.603,8,115,2,0,12,f,t
23965361,280,7.591,9.8,8.726,60.109,8.4,8.842,4,62,3,0,2,f,f
23965362,2943,18.954,9.25,16.246,51.088,18,11.892,17,692,1,0,4,f,t
23965363,386,7.01,10.619,7.452,61.99,10.4,10.609,7,80,3,0,16,f,t
23965366,379,21.11,7.698,18.834,44.635,20.8,12.162,2,95,3,0,9,f,t
23965367,503,8.156,7.484,8.879,67.618,11.6,10.864,6,122,1,0,2,f,f
23965370,206,22.975,8.467,20.666,35.953,24.8,17.122,1,50,4,0,9,t,t
23965373,823,4.136,6.317,6.686,69.499,7.6,8.842,16,201,3,0,14,f,t
23967938,187,20.717,8.144,18.254,46.119,22.4,15.903,1,46,4,0,4,t,t
23965376,340,18.812,12.014,16.642,39.87,19.2,15.248,2,72,4,0,10,f,t
23965377,201,10.141,7.361,11.304,57.657,14.4,13.024,2,49,4,0,6,f,t
23965378,433,15.709,20.265,16.23,2.568,16.8,14.555,5,67,4,0,5,t,t
23965379,105,4.091,5.987,5.818,76.502,8,8.842,2,26,4,0,6,t,t
23965385,287,6.786,7.699,6.7,77.752,8.4,8.076,4,69,2,0,4,t,t
23965398,623,57.71,21.265,47.931,-72.25,51.6,34.419,1,99,2,0,8,t,t
23965401,123,4.375,5.154,5.863,82.415,8.8,8.842,2,33,3,0,4,f,t
23965409,119,5.147,6.369,6.341,75.428,5.6,3.129,2,29,4,0,2,t,f
23965410,473,25.911,11.513,22.925,21.535,26.8,19.784,2,102,3,0,17,f,t
23965414,885,10.249,8.504,10.922,57.524,14,13.024,9,206,3,0,2,f,f
23965415,218,7.203,8.377,7.699,70.145,10.4,10.504,3,51,1,0,2,t,f
23965416,282,31.504,9.754,27.551,13.309,30,18.244,1,65,5,0,4,t,t
23965417,266,32.775,5.09,27.505,31.446,30.8,11.208,1,75,2,0,7,t,t
23965419,222,10.935,5.29,10.774,73.031,13.6,8.842,2,62,3,0,5,f,t
23965421,370,4.508,6.687,7.002,67.505,8,9.236,7,89,3,0,4,t,t
23965424,342,5.675,6.091,8.572,64.955,12.4,12.341,5,88,4,0,2,t,f
23965429,456,9.722,9.276,9.628,62.722,10.4,9.889,5,103,3,0,6,t,t
23965430,117,12.251,7.812,12.187,57.558,16.8,14.555,1,28,1,0,2,f,f
23965438,370,4.619,5.667,6.773,75.3,8,7.794,6,97,2,0,6,t,t
23965441,105,3.906,8.089,5.87,66.636,8,8.842,3,23,2,0,6,f,t
23965444,433,50.81,8.26,41.335,-12.491,43.6,14.555,1,106,2,0,9,f,t
23965447,590,5.233,5.913,6.233,80.651,8.4,8.167,9,153,4,0,10,t,t
23965449,319,5.093,6.114,6.06,80.828,8,8.239,5,82,3,0,6,t,t
23965459,212,10.772,7.213,9.073,76.322,11.6,8.842,2,52,1,0,5,f,t
23965462,164,9.39,10.799,9.104,60.964,11.2,11.208,2,35,2,0,2,t,f
23965466,402,10.215,7.61,11.628,54.885,14.4,13.024,4,97,2,0,2,f,f
23965468,697,19.206,11.569,18.466,29.465,20.8,16.828,4,150,5,0,51,f,t
23965469,287,32.246,9.43,27.976,13.824,32,20.267,1,67,3,0,6,t,f
23965470,108,11.135,7.666,9.981,69.814,13.2,11.208,1,26,3,0,5,f,t
23965472,122,12.488,4.731,11.546,74.624,14,3.129,1,35,3,0,4,t,t
23965476,327,5.752,8.584,6.774,68.165,10.8,10.864,6,73,4,0,6,t,t
23965477,506,10.246,7.43,10.313,64.939,12.4,10.794,5,123,4,0,10,f,t
23968577,181,4.769,6.376,6.294,77.246,8.4,8.842,3,46,2,0,7,f,t
23965482,652,14.623,11.028,13.473,47.63,14.8,13.024,5,138,4,0,9,f,t
23965487,154,5.57,8.878,6.183,70.92,7.6,8.842,3,34,1,0,6,t,t
23965488,95,12.428,14.286,12.408,38.165,16,14.555,1,18,3,0,4,f,t
23965494,168,3.055,3.815,4.171,93.658,7.2,6.427,3,48,2,0,4,f,t
23965499,273,8.705,6.504,8.6,74.368,11.2,9.726,3,69,4,0,11,f,t
23965500,1166,9.522,6.639,9.558,70.022,12,10.504,12,293,2,0,10,f,t
23965507,256,28.837,8.919,24.256,29.809,28,17.122,1,61,1,0,3,t,f
23965515,186,8.821,6.024,8.766,74.963,11.2,8.842,2,48,5,0,18,t,t
23965517,211,23.556,8.568,20.496,38.952,24.8,17.122,1,51,5,0,4,t,t
23965519,912,5.41,8.15,5.804,75.137,8,9.007,17,207,5,0,9,f,t
23965525,315,3.233,4.287,5.182,82.846,6.8,7.169,6,84,4,0,2,t,f
23965530,455,5.909,7.563,8.024,65.523,10,10.609,7,110,3,0,4,f,t
23965532,829,9.624,8.764,9.862,62.159,13.2,12.262,9,191,2,0,4,t,t
23965541,491,6.325,7.101,7.925,69.032,10.4,10.29,7,121,4,0,10,f,t
23965543,492,9.71,6.76,11.176,58.749,15.6,14.265,5,123,3,0,19,t,t
23965548,125,4.968,6.208,6.875,74.27,12.4,12.162,2,32,3,0,2,t,f
23965553,286,9.593,7.614,10.823,58.429,14.8,13.559,3,69,3,0,3,f,f
23965555,541,8.227,5.176,9.46,70.284,12.8,11.208,6,145,3,0,18,t,t
23965564,395,10.492,9.051,10.623,58.978,14.8,13.817,4,90,3,0,3,f,f
23965565,538,10.922,7.026,10.488,67.248,12.4,9.889,5,133,5,0,4,f,t
23965572,134,5.353,5.75,6.406,80.301,7.6,7.169,2,35,2,0,6,t,t
23965604,120,4.003,7.378,5.401,72.367,8,8.842,3,27,3,0,2,t,f
23965583,5894,82.474,10.341,67.134,-90.594,69.6,24.409,8,1328,3,0,14,t,t
23965584,2796,28.874,22.949,26.132,-23.477,26,21.76,11,425,5,0,4,t,t
23965585,946,14.384,8.532,13.967,53.195,16.8,13.925,7,229,5,0,8,t,t
23965586,602,10.897,9.661,10.82,57.267,15.2,14.068,6,134,3,0,13,f,t
23965610,160,5.503,8.378,6.79,67.755,8,8.842,3,36,5,0,2,t,f
23965612,233,2.325,4.862,3.846,84.71,7.6,8.842,6,58,3,0,4,f,t
23965613,280,5.359,7.572,6.182,73.898,8,8.842,5,65,5,0,5,f,t
23965614,659,5.969,7.459,7.317,71.098,9.6,9.643,10,160,4,0,8,f,t
23965615,184,20.493,13.491,18.613,27.518,22,18.244,1,37,4,0,7,f,t
23965617,143,15.314,8.265,13.906,57.704,16,11.208,1,35,2,0,9,f,t
23965626,376,13.361,8.366,13.282,52.084,16,13.559,3,88,4,0,5,f,t
23965628,282,1.144,3.646,3.166,88.838,5.2,6.627,8,74,4,0,4,f,t
23965630,414,7.012,8.868,6.732,74.996,9.2,9.726,6,95,2,0,2,f,f
23965631,220,12.847,11.996,12.852,42.998,14,13.024,2,45,1,0,13,f,t
23965632,906,25.113,9.733,22.403,27.508,25.2,17.122,4,209,5,0,12,f,t
23965634,204,22.588,9.232,18.863,45.315,21.6,13.024,1,48,2,0,5,f,t
23965635,711,6.859,8.538,7.636,66.062,10,10.637,11,159,3,0,6,f,t
23965636,843,8.628,8.533,9.393,62.631,12.8,12.341,10,196,4,0,7,f,t
23965637,360,19.872,8.025,18.073,44.748,20.8,14.555,2,89,2,0,4,t,t
23965639,39,1.939,4.171,1.29,103.625,4,3.129,1,10,1,0,6,f,t
23965640,464,6.406,8.273,6.613,75.384,8.8,9.236,7,109,4,0,32,t,t
23965644,414,4.537,6.204,6.346,76.537,7.6,7.957,7,106,3,0,11,t,t
23965646,197,3.377,5.407,5.805,75.708,8,8.842,4,50,2,0,6,f,t
23965650,176,6.325,8.781,7.634,63.486,11.2,11.208,3,39,4,0,4,f,t
23965651,750,9.693,8.443,8.922,70.059,11.6,10.952,8,175,2,0,4,f,t
23965654,85,7.768,5.957,7.472,80.678,8.8,3.129,1,22,3,0,4,f,t
23965658,469,4.167,6.221,5.913,75.426,8.8,9.726,9,115,4,0,4,t,f
23965663,1546,21.353,12.925,18.811,30.775,21.2,16.976,8,317,2,0,5,f,t
23965668,991,9.928,7.221,10.397,63.8,12.8,11.408,10,243,3,0,11,t,t
23965669,227,6.525,5.862,8.88,66.426,12,11.855,3,59,3,0,12,f,t
23965675,337,4.76,6.406,4.994,83.602,6.8,7.794,6,82,2,0,4,t,t
23965676,324,9.312,10.857,10.462,50.778,12.8,12.603,4,69,2,0,4,f,t
23965678,220,11.259,7.196,11.11,63.497,13.6,11.208,2,54,2,0,6,f,t
23965679,143,5.59,4.797,6.538,82.919,9.6,8.842,2,39,2,0,5,t,t
23965682,423,16.176,12.511,15.589,33.759,18,15.903,3,85,2,0,10,f,t
23965684,1339,44.421,18.194,38.017,-39.764,36.4,22.076,3,232,3,0,6,f,t
23965687,587,6.842,7.378,7.307,74.511,10.4,10.686,8,143,3,0,6,f,t
23965688,167,18.234,8.791,16.235,49.91,20.8,15.903,1,40,2,0,5,f,t
23965691,417,8.026,7.28,9.372,64.205,12.4,11.979,5,102,3,0,4,t,t
23965692,464,9.184,11.375,9.327,56.985,12,11.855,6,97,4,0,2,f,f
23965694,157,17.111,9.887,15.822,45.745,19.6,15.903,1,36,5,0,4,f,t
23965701,451,5.636,7.131,6.753,74.891,8.8,9.236,7,111,3,0,4,f,t
23965704,716,8.387,9.232,9.567,58.532,11.2,10.981,9,162,1,0,14,f,t
23965707,197,10.241,8.425,11.08,56.59,13.2,12.162,2,46,5,0,4,t,t
23965710,215,6.711,7.553,9.097,60.715,12,11.855,3,52,3,0,29,f,t
23965714,675,6.367,7.894,7.4,70.687,9.2,9.387,10,161,1,0,5,f,t
23965715,1091,24.004,10.754,20.45,34.654,20,9.889,5,242,5,0,4,f,t
23965721,658,12.229,10.493,12.254,49.36,14.4,13.295,6,142,5,0,10,f,t
23965725,492,12.881,7.349,11.647,64.995,14,10.126,4,120,2,0,2,t,f
23965726,299,16.155,9.004,14.875,51.648,18.4,14.555,2,71,4,0,2,f,f
23965727,417,10.711,7.761,9.972,68.096,11.6,8.842,4,100,3,0,25,t,t
23965730,216,24.567,7.332,21.736,37.185,26.8,18.244,1,55,3,0,7,f,t
23965731,557,6.177,7.831,8.21,61.534,9.6,10.254,9,128,3,0,4,f,t
23965732,432,10.611,5.135,10.673,70.191,12.8,8.842,4,116,3,0,2,f,f
23965733,1602,46.442,8.582,39.583,-16.408,41.6,19.538,4,387,1,0,7,t,t
23965734,391,14.032,8.789,12.761,57.005,16.4,13.559,3,90,2,0,8,t,t
23965737,668,25.469,7.209,22.58,34.696,24.4,12.458,3,171,3,0,21,t,t
23965739,427,46.431,11.537,39.016,-20.802,44,26.683,1,92,4,0,4,f,t
23965742,376,9.406,7.537,8.843,72.183,11.2,10.126,4,91,2,0,6,t,t
23965745,1198,6.633,7.701,7.693,70.083,10,10.329,17,288,3,0,10,f,t
23965754,255,3.421,7.096,4.528,77.359,8,8.842,7,58,3,0,2,f,f
23965746,603,4.931,7.037,7.056,67.627,9.6,10.231,11,143,4,0,10,t,t
23965747,257,27.805,13.881,24.429,10.752,28.8,22.076,1,51,3,0,2,f,f
23965749,707,10.811,9.226,10.951,57.264,14,13.024,7,160,3,0,6,f,t
23965751,292,6.283,6.132,7.613,73.876,8,7.169,4,75,4,0,18,f,t
23965755,294,6.179,5.689,7.855,73.031,8.8,8.076,4,77,3,0,6,t,t
23965760,101,5.003,8.065,4.799,81.136,7.6,8.842,2,23,1,0,4,f,t
23965761,282,4.377,5.594,7.066,69.692,9.2,9.889,5,71,4,0,2,f,f
23965767,163,4.43,6.202,5.245,81.207,6,6.427,3,40,2,0,4,t,t
23965773,644,10.154,10.102,10.928,52.59,14.4,13.484,7,141,3,0,2,f,f
23965775,1324,9.672,8.115,9.943,63.594,12.8,11.9,14,313,3,0,16,f,t
23965777,382,13.619,8.481,14.277,45.546,17.6,15.47,3,89,4,0,3,f,t
23965778,168,3.734,6.572,5.459,73.293,8.4,9.516,4,39,2,0,4,f,t
23968725,227,6.515,9.486,7.971,59.732,10.4,10.686,4,49,1,0,2,t,f
23965780,491,17.869,9.793,16.852,41.329,19.6,15.47,3,113,2,0,9,t,t
23965781,1062,19.752,13.294,18.363,27.234,20.4,16.927,6,215,3,0,5,t,t
23965784,563,7.387,9.311,8.534,62.157,10.4,10.952,8,127,4,0,4,f,t
23965786,229,25.544,9.178,23.389,23.558,27.2,19.287,1,54,4,0,4,t,f
23965788,893,13.821,9.238,14.007,46.038,16.4,14.349,7,202,3,0,2,f,f
23965793,462,3.57,4.459,6.23,78.897,9.2,9.516,8,128,4,0,9,f,t
23965794,860,11.143,11.498,11.745,46.278,14.4,13.732,9,179,4,0,6,f,t
23965799,42,1.055,2.815,2.857,95.955,4.8,3.129,1,12,4,0,6,t,t
23965802,330,18.047,7.618,16.376,51.573,20.4,15.248,2,83,5,0,2,t,f
23965803,249,4.845,7.93,6.452,69.106,8.4,9.387,5,57,2,0,4,f,t
23965805,308,16.683,7.164,15.797,52.158,18.8,13.817,2,79,5,0,7,t,t
23965807,129,13.491,4.735,12.235,73.248,15.6,8.842,1,37,1,0,9,t,t
23965809,310,9.952,4.937,11.485,62.594,14.4,11.855,3,84,5,0,9,f,t
23965810,151,16.622,11.151,15.874,40.031,20.4,17.122,1,33,4,0,4,t,t
23985309,1621,103.2,6.56,83.814,-125.573,88.4,27.366,2,427,1,0,9,f,t
23965821,178,2.546,4.992,5.312,77.458,7.6,8.842,4,46,5,0,9,f,t
23965823,239,4.649,6.277,6.22,77.632,9.6,10.126,4,61,3,0,4,f,t
23965834,492,18.235,12.335,17.161,33.177,17.2,13.559,3,103,3,0,2,f,f
23965836,296,6.093,5.269,6.153,86.125,8.8,8.076,4,79,2,0,10,t,t
23965837,366,9.064,7.422,8.732,72.085,11.2,10.126,4,89,2,0,5,f,t
23965877,169,5.136,7.085,5.245,81.207,9.2,9.726,3,40,3,0,4,t,t
23965843,831,15.084,10.374,13.855,51.241,17.2,14.555,6,187,5,0,4,f,t
23965845,496,5.344,7.146,6.994,72.084,10,10.411,8,122,2,0,25,t,t
23965849,133,4.751,4.372,7.571,73.733,8,7.169,2,37,2,0,2,f,f
23965851,594,17.862,15.298,16.689,23.947,17.2,15.248,4,109,2,0,7,f,t
23965852,425,7.643,5.55,8.739,72.306,11.2,9.889,5,112,2,0,4,t,t
23965860,472,7.66,7.802,8.463,67.932,10,10.126,6,113,5,0,19,t,t
23965862,119,3.555,3.815,6.658,77.609,6.8,3.129,2,34,2,0,6,t,t
23965863,470,7.164,6.66,8.08,72.161,9.6,9.3,6,118,5,0,19,f,t
23965867,868,10.821,10.54,11.381,50.476,12.8,12.458,9,187,2,0,3,t,f
23965868,398,6.753,8.961,7.83,65.935,9.6,10.126,6,91,5,0,4,f,t
23965869,1134,8.356,6.885,10.11,61.217,12.4,11.951,13,282,3,0,8,t,t
23965870,418,7.82,6.648,9.457,64.663,12.4,11.602,5,105,5,0,8,t,t
23965883,197,22.006,7.88,19.655,41.422,22,13.024,1,49,4,0,2,t,f
23965884,147,6.29,5.985,7.036,78.461,8.4,7.169,2,38,2,0,4,f,t
23965892,544,11.633,9.04,12.353,50.669,15.2,13.968,5,124,3,0,8,t,t
23965895,469,7.28,7.014,8.531,68.334,11.2,10.864,6,116,5,0,2,t,f
23965897,330,7.162,8.826,8.693,58.742,9.6,10.355,5,73,3,0,5,f,t
23965898,484,17.567,7.956,15.842,52.73,18,11.208,3,120,3,0,4,t,t
23965900,252,13.9,10.187,13.586,46.639,18,15.903,2,55,4,0,41,t,t
23965903,244,27.232,9.413,23.201,30.243,26,15.903,1,57,3,0,4,f,t
23965907,356,13.299,10.79,12.922,47.543,15.6,14.068,3,76,5,0,8,t,t
23965911,268,6.679,8.66,7.584,68.296,9.6,10.126,4,62,2,0,4,t,t
23965914,375,41.597,10.495,35.853,-12.375,37.2,19.287,1,84,2,0,4,f,t
23965915,844,23.203,10.784,20.942,28.186,24,17.971,4,187,3,0,15,f,t
23965920,167,1.674,4.058,2.957,93.896,4.4,3.129,4,45,5,0,11,f,t
23965922,393,15.301,12.877,15.276,31.853,15.2,13.559,3,78,5,0,7,t,t
23965924,300,35.421,7.148,30.071,16.612,32,13.024,1,77,2,0,10,f,t
23965936,1830,20.203,8.313,18.606,41.283,21.2,14.697,10,447,3,0,4,t,t
23965937,265,1.751,3.582,4.35,85.549,6.8,7.794,6,73,2,0,4,f,t
23965927,227,11.577,6.657,12.086,59.171,16,13.817,2,57,3,0,12,f,t
23965931,797,89.81,10.136,71.298,-93.731,75.6,25.98,1,181,1,0,15,f,t
23965932,202,6.355,10.944,8.475,48.55,13.2,11.208,5,40,3,0,11,t,t
23965934,115,3.793,5.05,7.584,68.296,10.8,11.208,2,31,2,0,2,f,f
23965940,380,9.909,8.634,9.483,66.257,10.8,9.516,4,88,3,0,4,t,t
23965941,299,7.13,7.66,8.147,68.715,9.2,8.842,4,72,2,0,5,f,f
23965943,288,6.55,7.092,6.456,80.388,8.4,8.076,4,71,2,0,12,t,t
23965950,165,18.232,6.287,16.32,56.425,20,13.024,1,44,3,0,7,t,t
23965952,330,36.574,10.466,30.173,10.541,33.6,19.287,1,74,3,0,4,f,t
23965958,857,7.681,8.066,7.709,72.664,10,10.019,11,203,5,0,6,f,t
23965959,607,13.248,9.683,12.334,54.723,15.2,13.024,5,135,3,0,12,f,t
23965962,872,50.316,8.893,42.273,-22.778,45.2,20.737,2,208,3,0,4,t,t
23966011,352,5.288,4.356,6.262,85.076,8.4,6.742,5,98,2,0,3,f,t
23965965,483,6.187,7.106,7.699,70.145,10.8,10.914,7,119,3,0,4,t,t
23965970,453,7.042,7.238,7.571,73.733,10,9.726,6,111,5,0,8,f,t
23965975,1090,8.101,7.336,9.292,64.891,12,11.362,13,266,3,0,8,f,t
23965977,1662,83.033,14.791,66.391,-95.948,68.8,28.677,2,320,4,0,25,t,t
23965978,451,5.636,7.131,7.603,68.794,9.6,10.29,7,111,2,0,5,t,t
23965982,457,26.126,7.405,21.983,40.756,25.2,13.024,2,116,2,0,15,t,t
23965983,292,9.672,7.087,9.339,70.85,10,6.427,3,72,3,0,10,t,t
23965986,311,3.458,6.624,5.895,71.88,8,9.236,7,75,3,0,2,f,f
23965989,161,4.859,7.155,7.361,64.852,10.8,11.208,3,38,3,0,6,t,t
23965990,139,3.109,5.592,6.491,69.302,11.2,11.208,3,35,2,0,2,f,f
23965992,539,7.018,6.716,7.665,74.46,9.2,8.418,7,135,2,0,2,f,f
23965993,103,3.496,7.577,4.843,73.992,9.6,9.726,3,23,1,0,6,f,t
23965994,235,12.856,9.818,13.158,47.037,14.8,13.024,2,52,2,0,4,t,t
23965996,184,20.329,8.284,18.218,44.6,22.4,15.903,1,45,3,0,4,f,t
23965998,205,23.812,5.762,21.211,42.734,22.8,8.842,1,56,5,0,8,t,t
23966001,383,7.988,10.755,8.067,60.681,11.2,11.208,6,79,4,0,2,t,f
23966002,498,9.506,5.254,9.778,72.337,11.6,8.239,5,133,4,0,6,f,t
23966004,714,65.313,20.769,52.347,-75.412,56,33.893,1,115,3,0,8,f,t
23966015,84,9.55,10.687,11.097,47.565,16,14.555,1,18,1,0,2,t,f
23966017,206,4.965,4.12,6.802,80.732,9.6,8.842,3,58,3,0,10,t,t
23966027,254,28.509,9.134,24.92,23.265,28,17.122,1,60,4,0,11,t,t
23966032,191,4.896,5.7,6.25,79.938,8.8,8.842,3,50,3,0,6,f,t
23966034,842,18.541,11.3,16.094,44.866,18,13.663,5,183,2,0,9,f,t
23966036,121,5.067,5.956,5.6,81.63,8.4,8.842,2,30,2,0,4,t,t
23966048,1345,44.447,18.644,34.37,-14.802,35.6,21.493,3,230,2,0,8,f,t
23966054,350,6.103,6.626,6.024,83.221,7.6,6.742,5,88,5,0,4,t,t
23966055,323,9.442,11.177,9.955,53.971,12,11.698,4,68,2,0,10,f,t
23966060,1133,5.833,7.671,7.443,66.262,9.6,10.308,19,262,4,0,5,f,t
23966063,271,8.788,7.024,10.027,62.949,12.8,11.855,3,67,2,0,4,t,t
23966071,190,5.691,7.528,7.064,71.728,7.6,7.794,3,46,1,0,4,f,t
23966072,204,2.915,4.047,5.649,79.053,6.4,7.169,4,55,4,0,2,t,f
23966074,781,7.545,9.486,8.348,63.546,11.6,11.741,11,175,2,0,8,t,t
23966075,223,6.497,6.243,9.002,64.361,10.8,10.504,3,57,2,0,2,f,f
23966077,79,7.654,7.69,6.725,80.687,7.6,3.129,1,19,4,0,4,f,t
23966078,1055,14.251,9.984,14.03,48.129,16,13.228,8,241,2,0,25,t,t
23966080,225,4.945,6.742,6.719,70.933,8.8,9.516,4,54,4,0,6,f,t
23966082,111,0.997,2.993,2.863,92.345,4,3.129,3,30,1,0,6,f,t
23966084,320,11.383,9.019,12.004,52.339,13.2,11.855,3,73,2,0,3,f,f
23966085,368,7.292,9.989,8.088,60.232,11.2,11.208,6,78,3,0,5,f,t
23966088,274,33.277,5.718,28.449,24.678,32,14.555,1,75,2,0,14,t,t
23966094,126,13.534,8.791,14.03,46.124,15.6,13.024,1,29,2,0,2,t,f
23985872,141,5.16,8.99,5.188,76.269,8.8,9.726,3,31,1,0,4,t,f
23966096,185,10.072,9.777,10.825,53.969,9.6,8.842,2,41,3,0,2,t,f
23966098,113,11.782,7.851,12.421,54.097,15.2,13.024,1,27,2,0,4,f,t
23966099,113,-0.386,2.67,2.658,89.807,4,5.985,4,31,4,0,9,t,t
23966100,70,5.62,9.65,6.526,60.744,11.2,10.126,2,14,2,0,2,f,f
23966111,452,4.37,5.553,5.183,83.282,6.8,7.169,8,114,2,0,10,f,t
23966114,4196,15.932,11.151,14.32,48.716,16.8,14.154,29,917,4,0,8,f,t
23966115,483,7.528,6.907,8.632,68.8,11.6,10.864,6,120,4,0,11,t,t
23966116,602,8.419,7.486,9.113,66.877,11.2,10.914,7,146,4,0,6,t,t
23966118,364,2.554,4.768,4.319,85.247,7.6,8.842,8,95,3,0,2,t,f
23966119,410,14.472,7.42,13.361,61.018,15.6,11.208,3,104,3,0,8,t,t
23966121,495,12.742,6.456,13.306,57.995,15.2,11.208,4,131,5,0,11,f,t
23966125,324,11.765,9.705,12.781,46.175,14.8,13.559,3,72,3,0,4,t,t
23966130,2173,37.135,18.15,31.138,-16.267,32.8,23.594,6,377,3,0,6,f,t
23966131,412,15.375,11.093,14.709,41.262,17.2,15.021,3,87,1,0,2,t,f
23966137,730,13.036,8.793,12.257,57.054,14,11.208,6,168,4,0,8,f,t
23966145,1590,17.372,10.214,16.314,42.22,20,16.281,10,360,5,0,8,t,f
23966148,150,16.256,9.443,14.243,55.287,16,11.208,1,35,3,0,4,t,t
23966149,391,14.164,9.37,14.757,41.509,18.8,16.322,3,88,5,0,8,t,t
23966150,436,7.873,5.338,9.53,68.056,12.8,11.602,5,116,3,0,6,t,t
23966151,242,8.461,9.116,9.582,59.019,12.8,12.458,3,55,3,0,7,t,t
23966152,463,7.561,7.992,8.616,65.941,11.2,11.208,6,110,4,0,15,t,t
23966153,860,8.674,8.153,9.359,64.123,12.4,11.793,10,203,2,0,6,t,t
23966156,391,10.497,9.37,10.958,55.682,14,13.024,4,88,4,0,2,t,f
23966158,370,13.167,8.541,13.29,50.838,17.2,15.021,3,86,2,0,6,f,t
23966159,124,13.429,9.284,12.609,54.536,16.8,14.555,1,28,5,0,4,f,t
23966160,101,12.356,12.944,11.09,51.175,14,13.024,1,20,3,0,2,f,f
23966161,223,24.505,11.006,22.304,22.431,24.4,17.122,1,49,5,0,4,f,t
23966164,467,12.571,9.149,12.222,54.634,14.8,13.024,4,106,2,0,3,t,f
23966168,739,11.689,10.235,11.263,55.276,13.2,12.032,7,161,1,0,2,f,f
23966169,700,14.995,8.742,14.231,52.881,16,11.979,5,168,5,0,4,f,t
23966173,388,9.934,8.04,9.797,65.786,13.2,12.162,4,92,3,0,10,t,t
23966174,507,7.337,8.723,7.973,67.67,9.6,9.957,7,117,4,0,2,f,f
23966177,280,4.583,6.101,5.525,80.028,8.4,9.387,5,69,5,0,6,f,t
23966178,1278,11.821,6.08,11.103,68.734,13.6,10.637,11,329,3,0,16,t,t
23966186,273,32.429,6.533,28.551,18.605,32,17.122,1,72,2,0,10,f,t
23966189,201,10.004,6.878,9.972,68.096,14,12.162,2,50,1,0,13,t,t
23966190,127,5.616,7.33,4.92,87.399,7.2,7.169,2,31,2,0,4,t,t
23966191,186,6.872,10.809,8.747,48.825,15.2,12.603,4,37,3,0,9,t,t
23966192,307,33.163,12.454,28.729,3.078,29.6,18.244,1,64,1,0,2,t,f
23966193,502,9.935,6.667,9.69,70.471,12,9.889,5,126,5,0,4,f,t
23966196,227,13.068,11.647,13.911,37.183,18.4,16.527,2,47,1,0,2,t,f
23966198,614,8.806,7.97,9.032,67.457,9.6,8.842,7,146,4,0,9,f,t
23966203,237,26.816,8.268,24.323,23.982,29.2,20.267,1,58,3,0,8,t,t
23966206,227,6.041,4.423,7.584,78.091,11.2,10.504,3,63,2,0,2,f,f
23966209,433,15.463,8.035,13.759,59.942,14.8,8.842,3,107,1,0,8,f,t
23966210,80,6.453,3.687,7.232,84.177,9.2,3.129,1,23,1,0,6,f,t
23966219,191,3.054,5.159,3.877,89.083,6.4,7.169,4,49,2,0,4,t,t
23966220,430,7.403,9.044,8.48,63.357,11.2,11.208,6,98,2,0,2,f,f
23966228,834,23.089,9.391,20.548,34.575,23.6,16.527,4,195,3,0,9,t,t
23966234,452,5.817,8.301,7.198,66.164,10,10.686,8,102,3,0,11,f,t
23966235,121,5.067,5.956,4.813,87.27,7.2,7.169,2,30,4,0,7,t,t
23966237,640,7.302,6.469,9.061,66.17,12,11.457,8,162,4,0,2,f,f
23966240,392,13.803,8.251,13.115,58.03,15.2,11.208,3,96,3,0,4,t,f
23966248,703,11.763,11.756,11.45,49.867,15.2,14.349,7,145,5,0,8,t,t
23966250,252,28.352,8.938,25.51,19.035,29.2,19.287,1,60,4,0,4,f,t
23966253,282,6.152,6.594,7.121,75.622,8.4,8.076,4,71,5,0,4,t,t
23966255,318,9.224,12.905,10.253,43.282,14.4,13.024,5,61,2,0,2,f,f
23966256,270,29.765,10.705,25.117,21.855,26,13.024,1,60,3,0,4,t,t
23966257,187,7.256,9.736,8.195,60.057,12,11.855,3,40,2,0,5,f,t
23966261,853,13.695,10.958,12.162,53.924,14.4,13.024,7,181,2,0,17,f,t
23966265,1044,19.059,9.822,18.349,34.753,19.6,14.314,6,240,3,0,5,f,t
23966268,503,27.321,12.964,23.169,20.681,26,18.774,2,103,2,0,8,t,t
23966269,620,16.954,10.472,16.214,40.708,20,16.828,4,139,5,0,14,f,t
23966271,202,4.112,6.481,6.767,68.365,9.6,10.126,4,49,1,0,11,f,t
23966272,501,55.022,11.026,44.688,-29.408,47.2,20.267,1,110,2,0,2,f,f
23966273,1110,14.306,12.257,14.036,38.956,16.4,14.868,9,225,5,0,13,f,t
23966274,212,7.115,8.683,8.841,60.767,12,11.855,3,49,2,0,6,t,t
23966275,391,7.562,7.7,8.689,66.253,11.6,11.602,5,94,4,0,15,f,t
23966276,712,10.124,6.76,10.304,66.482,12.4,10.609,7,178,4,0,4,f,t
23966278,388,13.486,6.605,12.709,64.501,15.6,11.208,3,102,1,0,15,f,t
23966296,378,9.26,6.885,8.388,76.783,11.2,9.516,4,94,5,0,4,f,t
23966283,907,12.521,10.181,12.776,47.55,14.8,13.624,8,198,5,0,17,t,t
